ChemicalName,ChemicalID,DiseaseName,DiseaseID
"1-(6,6-bis(4-fluorophenyl)hexyl)-4-(3,4,5-trimethoxybenzyl)piperazine",C534047,Neuralgia,MESH:D009437
"1,6-Bis(4-(4-amino-3-hydroxyphenoxy)phenyl)diamantane",C480140,Neoplasms,MESH:D009369
"17,17'-bis(cyclopropylmethyl)-6,6',7,7'-tetrahydro-4,5-4',5'-diepoxy-6,6'-(benzylimino)(7,7'-bimorphinan)-3,3',14,14'-tetrol",C499148,Hyperalgesia,MESH:D006930
"17,17'-bis(cyclopropylmethyl)-6,6',7,7'-tetrahydro-4,5-4',5'-diepoxy-6,6'-(benzylimino)(7,7'-bimorphinan)-3,3',14,14'-tetrol",C499148,Substance Withdrawal Syndrome,MESH:D013375
"1-(7-(2-chlorophenyl)-8-(4-chlorophenyl)-2-methylpyrazolo(1,5-a)-(1,3,5)triazin-4-yl)-3-ethylaminoazetidine-3-carboxylic acid amide",C523983,Parkinsonian Disorders,MESH:D020734
"17-(5'-isoxazolyl)androsta-4,16-dien-3-one",C410803,"Neoplasms, Experimental",MESH:D009374
"17-(5'-isoxazolyl)androsta-4,16-dien-3-one",C410803,Prostatic Neoplasms,MESH:D011471
17 alpha-Hydroxyprogesterone Caproate,D000077713,"Bone Diseases, Metabolic",MESH:D001851
17 alpha-Hydroxyprogesterone Caproate,D000077713,Carcinoma,MESH:D002277
17 alpha-Hydroxyprogesterone Caproate,D000077713,Endometrial Hyperplasia,MESH:D004714
17 alpha-Hydroxyprogesterone Caproate,D000077713,Endometrial Neoplasms,MESH:D016889
17 alpha-Hydroxyprogesterone Caproate,D000077713,Fetal Resorption,MESH:D005327
17 alpha-Hydroxyprogesterone Caproate,D000077713,Hot Flashes,MESH:D019584
17 alpha-Hydroxyprogesterone Caproate,D000077713,Hypertension,MESH:D006973
17 alpha-Hydroxyprogesterone Caproate,D000077713,"Infertility, Female",MESH:D007247
17 alpha-Hydroxyprogesterone Caproate,D000077713,"Neoplasms, Hormone-Dependent",MESH:D009376
17 alpha-Hydroxyprogesterone Caproate,D000077713,Obstetric Labor Complications,MESH:D007744
17 alpha-Hydroxyprogesterone Caproate,D000077713,"Obstetric Labor, Premature",MESH:D007752
17 alpha-Hydroxyprogesterone Caproate,D000077713,"Osteoporosis, Postmenopausal",MESH:D015663
17 alpha-Hydroxyprogesterone Caproate,D000077713,Ovarian Hyperstimulation Syndrome,MESH:D016471
17 alpha-Hydroxyprogesterone Caproate,D000077713,Placenta Diseases,MESH:D010922
17 alpha-Hydroxyprogesterone Caproate,D000077713,Precancerous Conditions,MESH:D011230
17 alpha-Hydroxyprogesterone Caproate,D000077713,Premature Birth,MESH:D047928
17 alpha-Hydroxyprogesterone Caproate,D000077713,Thrombosis,MESH:D013927
17 alpha-Hydroxyprogesterone Caproate,D000077713,Uterine Cervical Incompetence,MESH:D002581
17 alpha-Hydroxyprogesterone Caproate,D000077713,Uterine Hemorrhage,MESH:D014592
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,Blood Coagulation Disorders,MESH:D001778
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,Breast Neoplasms,MESH:D001943
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,Endotoxemia,MESH:D019446
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,Hyperalgesia,MESH:D006930
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,Hypotension,MESH:D007022
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,Multiple Organ Failure,MESH:D009102
"1,7-dimethylxanthine",C021183,Inflammation,MESH:D007249
"1,7-dimethylxanthine",C021183,Lung Injury,MESH:D055370
"1,7-dimethylxanthine",C021183,"Pulmonary Disease, Chronic Obstructive",MESH:D029424
"17-ethynyl-5-androstene-3, 7, 17-triol",C524733,Inflammation,MESH:D007249
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,Acute Lung Injury,MESH:D055371
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,Colitis,MESH:D003092
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,Pneumonia,MESH:D011014
17-hydroxyjolkinolide B,C057916,Inflammation,MESH:D007249
17-monochloroacetylajmaline,C008541,Parkinson Disease,MESH:D010300
"1,7-N-heptylene-bis-9,9'-amino-1,2,3,4-tetrahydroacridine",C122128,Memory Disorders,MESH:D008569
17-pentylsparteine,C029185,"Arrhythmias, Cardiac",MESH:D001145
17-phenyltrinorprostaglandin E2,C092396,Stomach Ulcer,MESH:D013276
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,Heart Diseases,MESH:D006331
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,Weight Loss,MESH:D015431
18alpha-glycyrrhetinic acid,C119129,Chemical and Drug Induced Liver Injury,MESH:D056486
18alpha-glycyrrhetinic acid,C119129,Fatty Liver,MESH:D005234
18alpha-glycyrrhetinic acid,C119129,"Hypertension, Pulmonary",MESH:D006976
18alpha-glycyrrhetinic acid,C119129,"Hypertrophy, Right Ventricular",MESH:D017380
18alpha-glycyrrhetinic acid,C119129,Neoplasm Invasiveness,MESH:D009361
18alpha-glycyrrhetinic acid,C119129,Weight Loss,MESH:D015431
18-methoxycoronaridine,C103345,Amphetamine-Related Disorders,MESH:D019969
18-methoxycoronaridine,C103345,Cocaine-Related Disorders,MESH:D019970
18-methoxycoronaridine,C103345,Hyperkinesis,MESH:D006948
18-methoxycoronaridine,C103345,Morphine Dependence,MESH:D009021
18(R)-hydroxyeicosapentaenoic acid,C561691,Pneumonia,MESH:D011014
(19Z)-halichondramide,C495172,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
1'-acetoxychavicol acetate,C047948,Brain Injuries,MESH:D001930
1'-acetoxychavicol acetate,C047948,"Carcinoma, Ehrlich Tumor",MESH:D002286
1'-acetoxychavicol acetate,C047948,Learning Disabilities,MESH:D007859
1'-acetoxyeugenol,C057996,Breast Neoplasms,MESH:D001943
"1-(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-(3-methylpenta-2,4-dien-1-yl)naphtho(1,8a-c)furan-3,5-diyl dibutanoate",C548433,Leukemia,MESH:D007938
"1 alpha,24-dihydroxyvitamin D3",C023850,Psoriasis,MESH:D011565
1 alpha-hydroxyergocalciferol,C042533,Retinoblastoma,MESH:D012175
"1-amino-1,3-dicarboxycyclopentane",C036361,Catalepsy,MESH:D002375
1-amino-2-phosphonomethylcyclopropanecarboxylic acid,C523415,Catalepsy,MESH:D002375
1-amino-5-bromouracil,C087307,Seizures,MESH:D012640
1-aminobenzotriazole,C033020,Acute Kidney Injury,MESH:D058186
1-aminobenzotriazole,C033020,Chemical and Drug Induced Liver Injury,MESH:D056486
1-aminobenzotriazole,C033020,Hemorrhage,MESH:D006470
1-aminobenzotriazole,C033020,Massive Hepatic Necrosis,MESH:D047508
1-aminobenzotriazole,C033020,"Micronuclei, Chromosome-Defective",MESH:D048629
1-aminobenzotriazole,C033020,Necrosis,MESH:D009336
1-aminobenzotriazole,C033020,Neurobehavioral Manifestations,MESH:D019954
1-aminobenzotriazole,C033020,Seizures,MESH:D012640
1-aminobenzotriazole,C033020,Vestibular Diseases,MESH:D015837
"1-aminocyclopentane-1,2,4-tricarboxylic acid",C409063,Catalepsy,MESH:D002375
"1-aminocyclopentane-1,3,4-tricarboxylic acid",C108242,Catalepsy,MESH:D002375
"1-aminocyclopentane-1,3,4-tricarboxylic acid",C108242,Substance Withdrawal Syndrome,MESH:D013375
"1-aminoindan-1,5-dicarboxylic acid",C095756,Catalepsy,MESH:D002375
"1-aminoindan-1,5-dicarboxylic acid",C095756,Hyperalgesia,MESH:D006930
"1-aminoindan-1,5-dicarboxylic acid",C095756,Muscle Rigidity,MESH:D009127
1-aminomethylphosphonic acid,C036423,Prostatic Neoplasms,MESH:D011471
1-(benzofuran-2-yl)-2-propylaminopentane,C404200,Amphetamine-Related Disorders,MESH:D019969
1-benzylimidazole,C017062,Necrosis,MESH:D009336
1-benzylpiperazine,C006737,Cocaine-Related Disorders,MESH:D019970
"1-(beta-naphthylmethyl)-6,7-dihydroxy-1,2,3,4-tetra-hydroisoquinoline",C495109,"Shock, Septic",MESH:D012772
1-Butanol,D020001,Stomach Ulcer,MESH:D013276
"1-(carboxymethyl)-3,5-diphenyl-2-methylbenzene",C115293,Edema,MESH:D004487
"1-(carboxymethyl)-3,5-diphenyl-2-methylbenzene",C115293,Inflammation,MESH:D007249
"1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1H-pyrazol-1-yl)methyl)pyridin-2-yl)piperazine",C000591541,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
"1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1H-pyrazol-1-yl)methyl)pyridin-2-yl)piperazine",C000591541,"Neoplasms, Experimental",MESH:D009374
1-Deoxynojirimycin,D017485,Hepatomegaly,MESH:D006529
1-Deoxynojirimycin,D017485,Hyperglycemia,MESH:D006943
1-Deoxynojirimycin,D017485,Insulin Resistance,MESH:D007333
1-Deoxynojirimycin,D017485,Weight Gain,MESH:D015430
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,Graft vs Host Disease,MESH:D006086
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,Hypercholesterolemia,MESH:D006937
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,Hypertriglyceridemia,MESH:D015228
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,"Lupus Erythematosus, Systemic",MESH:D008180
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,Nephritis,MESH:D009393
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,Proteinuria,MESH:D011507
"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",C095284,Seizures,MESH:D012640
1-hexacosanol,C051942,Diabetic Nephropathies,MESH:D003928
1-hexacosanol,C051942,Urinary Bladder Diseases,MESH:D001745
"1H-Indene-2-carboxylic acid, 1-(1,3-benzodioxol-5-yl)-3-(2- (carboxymethoxy)-4-methoxyphenyl)-2,3-dihydro-5-propoxy-, (1S,2R,3S)-",C087551,Hypertension,MESH:D006973
1-hydroxy-3-amino-2-pyrrolidone,C001369,Cocaine-Related Disorders,MESH:D019970
1-hydroxy-3-amino-2-pyrrolidone,C001369,Hyperkinesis,MESH:D006948
1-hydroxy-3-amino-2-pyrrolidone,C001369,Seizures,MESH:D012640
1-hydroxy-3-amino-2-pyrrolidone,C001369,Tremor,MESH:D014202
1-(isopropylamino)-3-((4-propenyl-2-methoxy)phenoxy)-2-propanol,C121954,Tachycardia,MESH:D013610
1L-6-hydroxymethyl-chiro-inositol 2(R)-2-O-methyl-3-O-octadecylcarbonate,C477931,Leukemia,MESH:D007938
1-(methanesulfonamido-1-naphthyloxy)-2-(N-(4-methane sulfonamidophenethyl)-N-acetamido)ethane,C521406,Heart Failure,MESH:D006333
"1-methyl-1,2,3,4-tetrahydroisoquinoline",C050386,Cocaine-Related Disorders,MESH:D019970
"1-methyl-1,2,3,4-tetrahydroisoquinoline",C050386,Neurotoxicity Syndromes,MESH:D020258
1-Methyl-3-isobutylxanthine,D015056,Ileal Diseases,MESH:D007077
1-Methyl-3-isobutylxanthine,D015056,"Infertility, Male",MESH:D007248
1-Methyl-3-isobutylxanthine,D015056,Jejunal Diseases,MESH:D007579
1-Methyl-3-isobutylxanthine,D015056,"Liver Cirrhosis, Experimental",MESH:D008106
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,"Gait Disorders, Neurologic",MESH:D020233
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,Hypokinesia,MESH:D018476
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,MPTP Poisoning,MESH:D020267
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,Parkinsonian Disorders,MESH:D020734
1-methylergotamine,C018509,Migraine Disorders,MESH:D008881
1-methylpropyl-2-imidazolyl disulfide,C412893,Neoplasm Metastasis,MESH:D009362
1-methylspermidine,C073193,Pancreatitis,MESH:D010195
"1'-methylspiro(adamantane-2,3'-pyrrolidine)maleate",C003498,Coronavirus Infections,MESH:D018352
"1'-methylspiro(adamantane-2,3'-pyrrolidine)maleate",C003498,"Influenza, Human",MESH:D007251
1-methyltryptophan,C525396,Chemical and Drug Induced Liver Injury,MESH:D056486
1-naphthylacetylspermine,C067506,Anhedonia,MESH:D059445
1-naphthylacetylspermine,C067506,Cocaine-Related Disorders,MESH:D019970
1-naphthylacetylspermine,C067506,Depressive Disorder,MESH:D003866
1-naphthylacetylspermine,C067506,Nerve Degeneration,MESH:D009410
"1-O-hexyl-2,3,5-trimethylhydroquinone",C081906,Colonic Neoplasms,MESH:D003110
"1-O-hexyl-2,3,5-trimethylhydroquinone",C081906,Liver Neoplasms,MESH:D008113
1-oxo-1-(5-(2-pyridyl)-2-yl)-7-phenylheptane,C495479,Inflammation,MESH:D007249
1-oxo-1-(5-(2-pyridyl)-2-yl)-7-phenylheptane,C495479,Pain,MESH:D010146
1-phenylcyclohexylamine,C037320,Catalepsy,MESH:D002375
1-phenylcyclohexylamine,C037320,Seizures,MESH:D012640
"1-propyl-2,3,4,4a,5,7,8,9,10,10a-decahydro-1H-benzo(g)quinolin-6-one",C509276,Parkinson Disease,MESH:D010300
1-(quinoxalin-6-ylcarbonyl)piperidine,C097396,Anxiety Disorders,MESH:D001008
1-(quinoxalin-6-ylcarbonyl)piperidine,C097396,Depressive Disorder,MESH:D003866
1-(quinoxalin-6-ylcarbonyl)piperidine,C097396,Nerve Degeneration,MESH:D009410
1-(quinoxalin-6-ylcarbonyl)piperidine,C097396,Schizophrenia,MESH:D012559
"(1R-(exo,exo))-3-(4-fluorophenyl)-8-methyl-8- azabicyclo(3.2.1)octane-2-carboxylic acid, methyl ester",C021279,Nervous System Diseases,MESH:D009422
"((1S)-1-((((1S)-1-benzyl-3-cyclopropylamino-2,3-di-oxopropyl)amino)carbonyl)-3-methylbutyl)carbamic acid 5-methoxy-3-oxapentyl ester",C515164,Lissencephaly,MESH:D054082
"(1'S, 2S)-4-amino-N-(1'-carbamoyl-2'-phenylethyl)-2-(4''-methyl-1''-naphthalenesulfonylamino)butanamide",C499293,Edema,MESH:D004487
"(1'S, 2S)-4-amino-N-(1'-carbamoyl-2'-phenylethyl)-2-(4''-methyl-1''-naphthalenesulfonylamino)butanamide",C499293,Hyperalgesia,MESH:D006930
1-Sarcosine-8-Isoleucine Angiotensin II,D015059,Hypertension,MESH:D006973
1-trifluoromethoxyphenyl-3-(1-propionylpiperidine-4-yl)urea,C581572,Neurodevelopmental Disorders,MESH:D065886
1-UFT protocol,C031903,Breast Neoplasms,MESH:D001943
1-UFT protocol,C031903,Colorectal Neoplasms,MESH:D015179
1-UFT protocol,C031903,Neoplasm Metastasis,MESH:D009362
2019-nCoV Vaccine mRNA-1273,D000090983,COVID-19,MESH:D000086382
"20,21-epoxyresibufogenin-3-formate",C466795,Pain,MESH:D010146
20682-S,C022915,Respiratory Insufficiency,MESH:D012131
20-alpha-Dihydroprogesterone,D004092,Diabetic Neuropathies,MESH:D003929
20-alpha-Dihydroprogesterone,D004092,Peripheral Nervous System Diseases,MESH:D010523
20-alpha-Dihydroprogesterone,D004092,Weight Loss,MESH:D015431
"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",C070066,Acute Kidney Injury,MESH:D058186
"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",C070066,Chemical and Drug Induced Liver Injury,MESH:D056486
"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",C070066,Teratozoospermia,MESH:D000072660
"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",C070066,Testicular Diseases,MESH:D013733
"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",C070066,Weight Loss,MESH:D015431
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,Cough,MESH:D003371
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,Death,MESH:D003643
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,Edema,MESH:D004487
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,Hyperalgesia,MESH:D006930
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,Nociceptive Pain,MESH:D059226
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,Pain,MESH:D010146
"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",C552888,"Urinary Bladder, Overactive",MESH:D053201
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,Breast Neoplasms,MESH:D001943
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,Gastrointestinal Stromal Tumors,MESH:D046152
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,Lymphoma,MESH:D008223
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,"Lymphoma, B-Cell",MESH:D016393
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,"Lymphoma, Follicular",MESH:D008224
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,Multiple Myeloma,MESH:D009101
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,Neoplasm Invasiveness,MESH:D009361
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,Rhabdomyosarcoma,MESH:D012208
2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,C548651,Colitis,MESH:D003092
2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,C548651,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681
2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,C548651,Weight Loss,MESH:D015431
"2-(1-hydroxy-4-oxocyclohexa-2,5-dienyl)pyran-4-one",C574037,Breast Neoplasms,MESH:D001943
2-(1-hydroxypentyl)-benzoate,C511222,Brain Ischemia,MESH:D002545
2-(1-hydroxypentyl)-benzoate,C511222,Memory Disorders,MESH:D008569
2-(1-hydroxypentyl)-benzoate,C511222,Stroke,MESH:D020521
"2-(2-(1-benzylpiperidin-4-yl)ethyl)-2,3-dihydro-9-methoxy-1H-pyrrolo(3,4-b)quinolin-1-one hemifumarate",C475637,Amnesia,MESH:D000647
"(2-(2,2-dimethylpropionyloxy)ethyl)trimethylammonium",C484885,Cognition Disorders,MESH:D003072
"(2-(2,2-dimethylpropionyloxy)ethyl)trimethylammonium",C484885,Memory Disorders,MESH:D008569
"2,2,3,3-tetramethylcyclopropane carboxamide",C116673,Seizures,MESH:D012640
"2-(2-(3-(4-chloro-3-(trifluoromethyl)phenyl)ureido)-4-(trifluoromethyl)phenoxy)-4,5-dichlorobenzenesulfonic acid",C093344,Inflammation,MESH:D007249
"2-(2,3-dicarboxycyclopropyl)glycine",C082313,Brain Diseases,MESH:D001927
"2-(2,3-dicarboxycyclopropyl)glycine",C082313,Epilepsy,MESH:D004827
"2-(2,3-dicarboxycyclopropyl)glycine",C082313,Hypokinesia,MESH:D018476
"2-(2,3-dicarboxycyclopropyl)glycine",C082313,Seizures,MESH:D012640
"2-(2,3-dicarboxycyclopropyl)glycine",C082313,Substance Withdrawal Syndrome,MESH:D013375
"(2-(2',3'-dihydrobenzo(1,4)dioxin-6'-yl)-2-hydroxy-1-pyrrolidin-1-ylmethylethyl)nonanoic acid amide",C520404,COVID-19,MESH:D000086382
"(2-(2',3'-dihydrobenzo(1,4)dioxin-6'-yl)-2-hydroxy-1-pyrrolidin-1-ylmethylethyl)nonanoic acid amide",C520404,"Influenza, Human",MESH:D007251
2-(2-(4-(4-nitrobenzyloxy)phenyl)ethyl)isothiourea methanesulfonate,C101670,Seizures,MESH:D012640
2-(2-(4-(4-nitrobenzyloxy)phenyl)ethyl)isothiourea methanesulfonate,C101670,Status Epilepticus,MESH:D013226
"2-(2,4-dimethylphenyl)indan-1,3-dione",C057548,Hyperlipidemias,MESH:D006949
"2-(2,5-difluorophenyl)-5-(2-(methylsulfonyl)-2,6-dihydropyrrolo(3,4-c)pyrazol-5(4H)-yl)tetrahydro-2H-pyran-3-amine",C587539,Hepatomegaly,MESH:D006529
"2-(2,5-difluorophenyl)-5-(2-(methylsulfonyl)-2,6-dihydropyrrolo(3,4-c)pyrazol-5(4H)-yl)tetrahydro-2H-pyran-3-amine",C587539,Hyperglycemia,MESH:D006943
"2-(2,5-difluorophenyl)-5-(2-(methylsulfonyl)-2,6-dihydropyrrolo(3,4-c)pyrazol-5(4H)-yl)tetrahydro-2H-pyran-3-amine",C587539,Non-alcoholic Fatty Liver Disease,MESH:D065626
"2-(2,5-difluorophenyl)-5-(2-(methylsulfonyl)-2,6-dihydropyrrolo(3,4-c)pyrazol-5(4H)-yl)tetrahydro-2H-pyran-3-amine",C587539,Weight Gain,MESH:D015430
"2,2,6,6-tetramethylpiperidin-4-yl heptanoate",C501946,Seizures,MESH:D012640
"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",C010654,Bradycardia,MESH:D001919
"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",C010654,Hyperkinesis,MESH:D006948
"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",C010654,Hypotension,MESH:D007022
"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",C010654,Pain,MESH:D010146
"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",C010654,Ventricular Fibrillation,MESH:D014693
"2-(2,6-dioxopiperidin-3-yl)phthalimidine",C001079,"Arthritis, Experimental",MESH:D001169
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Chemical and Drug Induced Liver Injury,MESH:D056486
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Edema,MESH:D004487
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Hyperalgesia,MESH:D006930
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Hypertrophy,MESH:D006984
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,"Leukemia, Monocytic, Acute",MESH:D007948
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Necrosis,MESH:D009336
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Neoplasm Invasiveness,MESH:D009361
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,"Neoplasms, Hormone-Dependent",MESH:D009376
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Nerve Degeneration,MESH:D009410
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Pain,MESH:D010146
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Poisoning,MESH:D011041
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Prostatic Neoplasms,MESH:D011471
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,"Reflex, Abnormal",MESH:D012021
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,Urination Disorders,MESH:D014555
2-(2-aminoethyl)thiazole,C029345,Amnesia,MESH:D000647
2-(2-benzofuranyl)-2-imidazoline,C103723,"Arrhythmias, Cardiac",MESH:D001145
"2,2-bis(4-glycidyloxyphenyl)propane",C019273,Acidosis,MESH:D000138
"2,2-bis(4-glycidyloxyphenyl)propane",C019273,Hyperplasia,MESH:D006965
"2,2-bis(4-glycidyloxyphenyl)propane",C019273,Memory Disorders,MESH:D008569
"2,2-bis(4-glycidyloxyphenyl)propane",C019273,Neurobehavioral Manifestations,MESH:D019954
"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide",C120227,"Leukemia, Myeloid, Acute",MESH:D015470
"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide",C120227,"Leukemia, Promyelocytic, Acute",MESH:D015473
"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide",C120227,Thyroid Neoplasms,MESH:D013964
2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,C044565,"Carcinoma, Hepatocellular",MESH:D006528
2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,C044565,Nasopharyngeal Neoplasms,MESH:D009303
2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,C044565,Neoplasms,MESH:D009369
2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,C044565,Prostatic Neoplasms,MESH:D011471
"2-(2-chlorophenyl)-4-methyl-5-(pyridin-2-ylmethyl)-1H-pyrazolo(4,3-c)pyridine-3,6(2H,5H)-dione",C554850,"Hypertrophy, Right Ventricular",MESH:D017380
"2,2'-cyclohexane-1,2-diylbis(azanediyl)bis(methylene)diphenoldichloroplatinum(II)",C546571,Breast Neoplasms,MESH:D001943
2-(2'-cyclopentyl-2'-phenyl-2'-hydroxyethoxy)tropane,C094207,Seizures,MESH:D012640
