Title,Summary,GSE,Taxon,Sequencing_type,Publish_date
A Hub Gene Signature as a Therapeutic Target and Biomarker for Sepsis and Geriatric Sepsis-Induced ARDS Concomitant with COVID-19 Infection,Background: COVID-19 and sepsis represent formidable public health challenges__ characterized by incompletely elucidated molecular mechanisms. Elucidating the interplay between COVID-19 and sepsis__ particularly in geriatric patients suffering from sepsis-induced acute respiratory distress syndrome (ARDS)__ is of paramount importance for identifying potential therapeutic interventions to mitigate hospitalization and mortality risks.We employed bioinformatics and systems biology approaches to identify hub genes__ shared pathways__ molecular biomarkers__ and candidate therapeutics for managing COVID-19__ sepsis__ and sepsis-induced ARDS. We corroborated these hub genes utilizing murine sepsis-ARDS models and blood samples derived from geriatric patients afflicted by sepsis-induced ARDS.Results: Our investigation revealed 189 differentially expressed genes (DEGs) shared among COVID-19 and sepsis datasets. We constructed a protein-protein interaction network__ unearthing pivotal hub genes and modules. Notably__ nine hub genes displayed significant alterations and correlations with critical inflammatory mediators of pulmonary injury in murine septic lungs. Simultaneously__ 12 displayed significant changes and correlations with a neutrophil-recruiting chemokine in geriatric patients with sepsis-induced ARDS. Of these__ six hub genes (CD247__ CD2__ CD40LG__ KLRB1__ LCN2__ RETN) showed significant alterations across COVID-19__ sepsis__ and geriatric sepsis-induced ARDS. Our single-cell RNA sequencing analysis of hub genes across 3 diverse immune cell types furnished insights into disease pathogenesis. Functional analysis underscored the interconnection between sepsis/sepsis-ARDS and COVID-19__ enabling us to pinpoint potential therapeutic targets__ transcription factor-gene interactions__ DEG-microRNA co-regulatory networks__ and prospective drug and chemical compound interactions involving hub genes.Our investigation offers potential therapeutic targets/biomarkers__ sheds light on the immune response in geriatric patients with sepsis-induced ARDS__ emphasizes the association between sepsis/sepsis-ARDS and COVID-19__ and proposes novel avenues for targeted therapies.,GSE242127,Homo sapiens,Expression profiling by high throughput sequencing,2023/09/01
Preclinical Evidence for the Glucocorticoid-Sparing Potential of a Dual Toll-Like Receptor 7/8 Inhibitor in Autoimmune Diseases,Single cell RNA-seq analysis of PBMCs testing for a synergistic effect of TLR7/8 inhibition and the glucocorticoid dexamethasone,GSE235927,Homo sapiens,Expression profiling by high throughput sequencing,2023/09/01
Single-cell transcriptomic profiling reveals immune cell heterogeneity in acute myeloid leukaemia peripheral blood mononuclear cells after chemotherapy,Purpose Acute myeloid leukaemia (AML) is a heterogeneous disease characterised by the rapid clonal expansion of abnormally differentiated myeloid progenitor cells residing in a complex microenvironment. However__ the immune cell types__ status__ and genome profile of the peripheral blood mononuclear cell (PBMC) microenvironment in AML patients after chemotherapy are poorly understood. In order to explore the immune microenvironment of AML patients after chemotherapy__ we conducted this study for providing insights into precision medicine and immunotherapy of AML. Methods In this study__ we used single-cell RNA sequencing (scRNA-seq) to analyse the PBMC microenvironment from five AML patients treated with different chemotherapy regimens and six healthy donors. We compared the cell compositions in AML patients and healthy donors__ and performed gene set enrichment analysis (GSEA)__ CellPhoneDB__ and copy number variation (CNV) analysis. Results Using scRNA-seq technology__ 91__772 high quality cells of 44__950 PBMCs from AML patients and 46__822 PBMCs from healthy donors were classified as 14 major cell clusters. Our study revealed the sub-cluster diversity of T cells__ natural killer (NK) cells__ monocytes__ dendritic cells (DCs)__ and haematopoietic stem cell progenitors (HSC-Prog) in AML patients under chemotherapy. NK cells and monocyte-DCs showed significant changes in transcription factor expression and chromosome copy number variation (CNV). We also observed significant heterogeneity in CNV and intercellular interaction networks in HSC-Prog cells. Conclusion Our results elucidated the PBMC single-cell landscape and provided insights into precision medicine and immunotherapy for treating AML.,GSE235857,Homo sapiens,Expression profiling by high throughput sequencing,2023/08/31
Ferric citrate and apo-transferrin enable erythroblast maturation with ℬ-globin from hemogenic endothelium,We describe a simple and reproducible culture system that can be used to generate erythroblasts with ℬ-globin expression in culture systems. Upon treatment with Fe__ erythroblasts showed advanced maturity with a high transcription of ℬ-globin.,GSE227952,Homo sapiens,Expression profiling by high throughput sequencing,2023/08/31
Tri-modal Single Cell Approach Reveals Cellular and Molecular Heterogeneity in Naïve T cells Across Human Age,The naïve T cell compartment undergoes multiple changes across age that associate with altered susceptibility to infection and autoimmunity. In addition to the acquisition of naïve-like memory T cell subsets__ recent murine studies describe substantial molecular reprogramming of the naïve compartment in adults compared with adolescents. However__ these alterations are not well delineated in human aging. Using a new trimodal single cell technology (TEA-seq)__ we discovered that the composition as well as the transcriptional and epigenetic programming of the naïve T cell compartment in children (11-13 yrs) is distinct from that of older adults (55-65 yrs). Naive CD4 T cells__ previously considered relatively resistant to aging__ exhibited far more pronounced molecular reprogramming than the CD8 compartment__ in which alterations are preferentially driven by shifts in naive-like memory subsets. These data reveal the complex nature of the naïve T cell compartment that may contribute to differential immune responses across the spectrum of human age. ,GSE214546,Homo sapiens,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other,2023/08/31
­­Rapid TCR:Epitope Ranker (RAPTER): A primary human T cell reactivity screening assay pairing epitope and TCR at single cell resolution,Identifying epitopes that T cells respond to is critical to understanding T cell-mediated immunity. Traditional multimer and other single cell assays often require large blood volumes and/or expensive HLA-specific reagents and provide limited phenotypic and functional information. Here__ we present the Rapid TCR:Epitope Ranker (RAPTER) assay__ a single cell RNA sequencing (scRNA-SEQ) method that uses primary human T cells and antigen presenting cells (APCs) to assess functional T cell reactivity at single cell resolution. Using hash-tag oligonucleotide (HTO) coding and T cell activation-induced markers (AIM)__ RAPTER defines paired epitope specificity and TCR sequence and can include RNA- and protein-level T cell phenotype information. We demonstrate that RAPTER identified specific reactivities to viral and tumor antigens at sensitivities as low as 0.15% of total CD8+ T cells__ and deconvoluted low-frequency circulating HPV16-specific T cell clones from a cervical cancer patient. The specificities of TCRs identified by RAPTER for MART1__ EBV__ and influenza epitopes were functionally confirmed in vitro. In summary__ RAPTER identifies low-frequency T cell reactivities using primary cells from low blood volumes__ and the resulting paired TCR: ligand information can directly enable immunogenic antigen selection for vaccine epitope inclusion__ antigen-specific TCR tracking__ and TCR cloning for further therapeutic development.,GSE231977,Homo sapiens,Expression profiling by high throughput sequencing; Other,2023/08/25
Gene expression profile at single cell level of in vitro induced regulatory B cells expressing granzyme B (GZMB+Bregs) and non-Bregs from healthy individuals,Regulatory B cells are considered as a very heterogenous population of different origins and functions. We used single cell RNA sequencing (scRNA-seq) to analyze the regulatory B cells expressing granzyme B (GZMB+Bregs).,GSE224460,Homo sapiens,Expression profiling by high throughput sequencing; Other,2023/08/23
Gene expression profile of CD4+ CD25- T cells in coculture with regulatory B cells expressing granzyme B (GZMB+Bregs) or total B cells,Regulatory B cells are considered as a very heterogenous population of different origin and functions. Here__ we show that Notably__ Bregs induced a strong inhibition of T cell genes associated to proliferation__ activation__ inflammation and apoptosis compared to total B cells. We identified and validated 5 receptor/ligand interactions between Bregs and T cells.,GSE224456,Homo sapiens,Expression profiling by high throughput sequencing; Other,2023/08/23
High-throughput Single-cell Profiling of B cell Responses Following Inactivated Influenza Vaccination in Young and Older Adults,This SuperSeries is composed of the SubSeries listed below.,GSE175524,Homo sapiens,Expression profiling by high throughput sequencing; Other,2023/08/20
High-throughput Single-cell Profiling of B cell Responses Following Inactivated Influenza Vaccination in Young and Older Adults (single-cell BCR),Seasonal influenza contributes to a substantial disease burden annually__ resulting in approximately 10 million hospital visits and 50 thousand deaths in a typical year in the US. 90% of the annual mortality from influenza occurs in people over the age of 65. While influenza vaccination is the best protection against the virus__ it is less effective for the elderly. This may be due to differences in the quantity or type of B cells induced by vaccination in older individuals. To investigate this possibility__ we leveraged recent development in single-cell technology that allows for simultaneous measurement of both gene expression profile and the B cell receptor (BCR) at single-cell resolution. Pre- and post-vaccination peripheral blood B cells were sorted from three young and three older adults who responded to the inactivated influenza vaccine and were profiled using single-cell RNAseq with paired BCR sequencing. At pre-vaccination__ we observed a higher somatic hypermutation frequency and a higher abundance of activated B cells in older adults than in young adults. Following vaccination__ young adults mounted a more clonal response than older adults. The response involved a mix of plasmablasts__ activated B cells__ and resting memory B cells in both age groups. The response in young adults was dominated by expansion in plasmablasts__ while the response in older adults also involved activated B cells. We observed a consistent change in gene expression in plasmablasts after vaccination between age groups but not in the activated B cells. These quantitative and qualitative differences in the B cell response may provide insights into the age-related change of influenza vaccination response.,GSE175523,Homo sapiens,Other,2023/08/20
