GSE,Title,PMID,Summary,Design,Experiment_type,Platform,Contributors,Organization_name,Country,Sample,Status,Submission_date,Last_update_date
GSE154826,CITEseq analysis of non-small-cell lung cancer lesions,34767762,"Immunotherapy is becoming a mainstay in the treatment of NSCLC. We profiled immune cells of 35 early stage NSCLC lesions using multiscale single cell sequencing, including scRNAseq, CITEseq, and TCRseq.","Samples of tumor and non-involved lung were obtained from surgical specimens of patients undergoing resection at Mount Sinai Hospital (New York, NY) after obtaining informed consent in accordance with a protocol reviewed and approved by the Institutional Review Board at the Icahn School of Medicine at Mount Sinai (IRB Human Subjects Electronic Research Applications 10-00472 and 10-00135) and in collaboration with the Biorepository and Department of Pathology. Tissues were rinsed in PBS, minced and incubated for 40 minutes at 37C in Collagenase IV 0.25mg/ml, Collagenase D 200U/ml and DNAse I 0.1mg.ml (all Sigma). Cell suspensions were then aspirated through a 18G needle ten times and strained through a 70-micron mesh prior to RBC lysis. Cell suspensions were enriched for CD45+ cells by either bead positive selection (Miltenyi) per kit instructions or FACS sorting on a BD FACSAria flow sorter. Cells were directly loaded onto a 10X Chromium single-cell encapsulation chip according to manufacturer instructions for scRNAseq, or were stained with CITEseq and hashing antibody panels prior to loading, then subjected to downstream encapsulation and respective library prep. Alternatively, cells were subject to CD2+ bead enrichment prior to encapsulation and joint TCR/gene expression RNAseq. Raw data files are uploaded on NCBI with SRA Study SRP251372 BioProject ID PRJNA609924",Expression profiling by high throughput sequencing<br/>Other,Illumina NextSeq 500 (Homo sapiens),Leader AM;Grout JA;Chang C;Maier B;Tabachnikova A;Walker L;Lansky A;LeBerichel J;Malissen N;Davila M;Martin J;Magri G;Tuballes K;Zhao Z;Petralia F;Samstein R;Roy D'Amore N;Thurston G;Kamphorst A;Wolf A;Flores R;Wang P;Beasley MB;Salmon H;Rahman AH;Marron TU;Kenigsberg E;Merad M,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,USA,GSM4680740;GSM4680741;GSM4680742;GSM4680743;GSM4680744;GSM4680745;GSM4680746;GSM4680747;GSM4680748;GSM4680749;GSM4680750;GSM4680751;GSM4680752;GSM4680753;GSM4680754;GSM4680755;GSM4680756;GSM4680757;GSM4680758;GSM4680759;GSM4680760;GSM4680761;GSM4680762;GSM4680763;GSM4680764;GSM4680765;GSM4680766;GSM4680767;GSM4680768;GSM4680769;GSM4680770;GSM4680771;GSM4680772;GSM4680773;GSM4680774;GSM4680775;GSM4680776;GSM4680777;GSM4680778;GSM4680779;GSM4680780;GSM4680781;GSM4680782;GSM4680783;GSM4680784;GSM4680785;GSM4680786;GSM4680787;GSM4680788;GSM4680789;GSM4680790;GSM4680791;GSM4680792;GSM4680793;GSM4680794;GSM4680795;GSM4680796;GSM4680797;GSM4680798;GSM4680799;GSM4680800;GSM4680801;GSM4680802;GSM4680803;GSM4680804;GSM4680805;GSM4680806;GSM4680807;GSM4680808;GSM4680809;GSM4680810;GSM4680811;GSM4680812;GSM4680813;GSM4680814;GSM4680815;GSM4680816;GSM4680817;GSM4680818;GSM4680819;GSM4680820;GSM4680821;GSM4680822;GSM4680823;GSM4680824;GSM4680825;GSM4680826;GSM4680827;GSM4680828;GSM4680829;GSM4680830;GSM4680831;GSM4680832;GSM4680833;GSM4680834;GSM4680835;GSM4680836;GSM4680837;GSM4680838;GSM4680839;GSM4680840;GSM4680841;GSM4680842;GSM4680843;GSM4680844;GSM4680845;GSM4680846;GSM4680847;GSM4680848;GSM4680849;GSM4680850;GSM4680851;GSM4680852;GSM4680853;GSM4680854;GSM4680855;GSM4680856;GSM4680857;GSM4680858;GSM4680859;GSM4680860;GSM4680861;GSM4680862;GSM4680863;GSM4680864;GSM4680865;GSM4680866;GSM4680867;GSM4680868;GSM4680869;GSM4680870;GSM4680871;GSM4680872;GSM4680873;GSM4680874;GSM4680875;GSM4680876;GSM4680877;GSM4680878;GSM4680879;GSM4680880;GSM4680881;GSM4680882;GSM4680883;GSM4680884;GSM4680885;GSM4680886;GSM4680887;GSM4680888;GSM4680889;GSM4680890;GSM4680891;GSM4680892;GSM4680893;GSM4680894;GSM4680895;GSM4680896;GSM4680897;GSM4680898;GSM4680899;GSM4680900;GSM4680901;GSM4680902;GSM4680903;GSM4680904;GSM4680905,"Jul 22, 2020","Jul 21, 2020","Nov 19, 2021"
GSE153931,Severely ill COVID-19 patients display impaired exhaustion features in SARS-CoV-2-reactive CD8+ T cells,33478949,"The molecular properties of CD8+ T cells that respond to SARS-CoV-2 infection are not fully known. Here, we report on the single-cell transcriptomes of >80,000 virus-reactive CD8+ T cells, obtained using a modified Antigen-Reactive T cell Enrichment (ARTE) assay, from 39 COVID-19 patients and 10 healthy subjects. COVID-19 patients segregated into two groups based on whether the dominant CD8+ T cell response to SARS-CoV-2 was ‘exhausted’ or not. SARS-CoV-2-reactive cells in the exhausted subset were increased in frequency and displayed lesser cytotoxicity and inflammatory features in COVID-19 patients with mild compared to severe illness. In contrast, SARS-CoV-2-reactive cells in the dominant non-exhausted subset from patients with severe disease showed enrichment of transcripts linked to co-stimulation, pro-survival NF-κB signaling, and anti-apoptotic pathways, suggesting the generation of robust CD8+ T cell memory responses in patients with severe COVID-19 illness. CD8+ T cells reactive to influenza and respiratory syncytial virus from healthy subjects displayed polyfunctional features and enhanced glycolysis. Cells with such features were largely absent in SARS-CoV-2-reactive cells from both COVID-19 patients and healthy controls non-exposed to SARS-CoV-2. Overall, our single-cell analysis revealed substantial diversity in the nature of CD8+ T cells responding to SARS-CoV-2.",Single-cell RNA-seq were performed from pure populations of virus-reactive memory CD8+ T cells isolated ex vivo from SARS-CoV-2 infected individuals (n=39) and healthy controls (n=10).,Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Kusnadi A;Ramírez-Suástegui C;Fajardo V;Chee SJ;Meckiff BJ;Simon H;Pelosi E;Ay F;Seumois G;Ottensmeier CH;Vijayanand P,La Jolla Institute for Immunology,USA,GSM4658507;GSM4658508;GSM4658509;GSM4658510;GSM4658511;GSM4658512;GSM4658513;GSM4658514;GSM4658515;GSM4658516;GSM4658517;GSM4658518;GSM4658519;GSM4658520;GSM4658521;GSM4658522;GSM4658523;GSM4658524;GSM4658525;GSM4658526;GSM4658527;GSM4658528;GSM4658529;GSM4658530;GSM4658531;GSM4658532;GSM4658533;GSM4658534;GSM4658535;GSM4658536;GSM4658537;GSM4658538;GSM4658539;GSM4658540;GSM4658541;GSM4658542;GSM4658543;GSM4658544;GSM4658545;GSM4658546;GSM4658547;GSM4658548;GSM4658549;GSM4658550;GSM4658551,"Jul 22, 2020","Jul 07, 2020","Jan 26, 2021"
GSE145927,Single Cell Transcriptional Analysis of Donor and Recipient Immune Cell Chimerism in the Rejecting Kidney Transplant,32669324,We analyzed the transcriptomes from 81139 cells from 5 kidney transplant biopsies. We sequenced the germline coding sequence from donor and recipient pairs corresponding to each biopsy as a reference to determine donor host chimerism in each kidney.,10X Chromium and NGS used for single cell RNA-seq and Whole-exome sequencing respectfully.,Expression profiling by high throughput sequencing<br/>Genome variation profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Malone AF,3145045281,USA,GSM4339775;GSM4339776;GSM4339777;GSM4339778;GSM4339779;GSM4339780;GSM4339781;GSM4339782;GSM4339783;GSM4339784;GSM4339785;GSM4339786;GSM4339787;GSM4339788;GSM4339789;GSM4339790;GSM4339791,"Jul 22, 2020","Feb 25, 2020","Aug 22, 2023"
GSE150861,Single-cell RNA-seq of PBMCs from severe COVID-19 patients,32764665,"We profiled the single-cell transcriptomes of 13,289 peripheral blood mononuclear cells isolated at three longitudinal stages from two severe COVID-19 patients treated with Tocilizumab. The raw sequencing data can be obtained from the Genome Sequence Archive for Human (GSA-Human) at https://bigd.big.ac.cn/gsa-human/browse/HRA000172 .","We generated single-cell transcriptome library following the instructions of single-cell 3’ solution v2 reagent kit (10x Genomics). Briefly, after thawing, washing and countin cells, we loaded the cell suspensions onto a chromium single-cell chip along with patitioning oil, reverse transcription (RT) reagents, and a collection of gel beads that contain 3,500,000 unique 10X Barcodes. After generation of single-cell gel bead-in-emulsions (GEMs), RT was performed using a C1000 TouchTM Thermal Cycler (Bio-Rad). The amplified cDNA were purified with SPRIselect beads (Beckman Coulter).",Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Qu K;Guo C;Li B;Lin J,University of Science and Technology of China,China,GSM4559859;GSM4559860;GSM4559861;GSM4559862;GSM4559863;GSM4559864;GSM4559865,"Jul 21, 2020","May 19, 2020","Aug 18, 2020"
GSE153559,scRNAseq of activated cells of the B cell lineage in the tumor microenvironment,33208941,The goals of this study were to gain a better understanding of the heterogeneity and transcriptional profile of activated cells of the B cell lineage in the tumor microenvironment.,"Activated cells of the B cell lineage (live CD3/14/16-CD19+IgD-CD71+) from primary tumors and metastatic lymph nodes of 3 HPV+ HNSCC patients and, as comparison, from PBMC of a healthy individual 7 days post seasonal Influenza vaccination were FACS-purified. Single-cell suspensions of FACS-purified cells were loaded onto the 10X Genomics Chromium Controller. Library construction was performed using the Chromium Single Cell 5’ Library Construction Kit followed by sequencing on a HiSeq3000 or NovaSeq6000.",Expression profiling by high throughput sequencing,Illumina HiSeq 3000 (Homo sapiens),Wieland A;Ahmed R,Baylor College of Medicine,USA,GSM4647118;GSM4647119;GSM4647120;GSM4647121;GSM4647122;GSM4647123;GSM4647124,"Jul 20, 2020","Jun 30, 2020","Sep 15, 2021"
GSE125527,Single-Cell Analyses Elucidate the Cellular and Molecular Landscape of Ulcerative Colitis,32826341,"Inflammatory bowel disease (IBD) encompasses a spectrum of complex intestinal disorders characterized by dysregulated host innate and adaptive immune responses to gut microbiota in genetically susceptible hosts. We generated an integrated single-cell (scRNA-seq, scTCR-seq, and scBCR-seq) resource dataset that revealed key cellular components and cell states of the gastrointestinal mucosal and peripheral immune systems in health and ulcerative colitis (UC).",Single-cell RNA-seq and BCR/TCR repertoire analyses of immune cell from 15 patients,Expression profiling by high throughput sequencing<br/>Other,Illumina HiSeq 4000 (Homo sapiens),Chang J;He Z,UCSD,USA,GSM3576396;GSM3576397;GSM3576398;GSM3576399;GSM3576400;GSM3576401;GSM3576402;GSM3576403;GSM3576404;GSM3576405;GSM3576406;GSM3576407;GSM3576408;GSM3576409;GSM3576410;GSM3576411;GSM3576412;GSM3576413;GSM3576414;GSM3576415;GSM3576416;GSM3576417;GSM3576418;GSM3576419;GSM3576420;GSM3576421;GSM3576422;GSM3576423;GSM3576424;GSM3576425;GSM3576426;GSM3576427;GSM3576428;GSM3576429;GSM3576430;GSM3576431;GSM3576432;GSM3576433;GSM3576434;GSM3576435;GSM3576436;GSM3576437;GSM3576438;GSM3576439;GSM3576440;GSM3576441;GSM3576442;GSM3576443;GSM3576444;GSM3576445;GSM3576446;GSM3576447;GSM3576448;GSM3576449;GSM3576450;GSM3576451;GSM3576452;GSM3576453;GSM3576454;GSM3576455;GSM3576456;GSM3576457;GSM3576458;GSM3576459;GSM3576460;GSM3576461;GSM3576462;GSM3576463;GSM3576464;GSM3576465;GSM3576466;GSM3576467;GSM3576468;GSM3576469;GSM3576470;GSM3576471;GSM3576472;GSM3576473;GSM3576474;GSM3576475;GSM3576476;GSM3576477;GSM3576478;GSM3576479;GSM3576480;GSM3576481;GSM3576482;GSM3576483;GSM3576484;GSM3576485;GSM3576486;GSM3576487;GSM3576488;GSM3576489;GSM3576490;GSM3576491;GSM3576492;GSM3576493;GSM3576494;GSM3576495;GSM3576496;GSM3576497;GSM3576498,"Jul 16, 2020","Jan 23, 2019","Sep 14, 2020"
GSE148508,High-throughput single-cell mitochondrial DNA genotyping reveals properties of clonal variation in human contexts [CD34-PBMC-invivo-scATAC],,"Natural mitochondrial DNA (mtDNA) sequence variation plays a fundamental role in human disease and enables the clonal tracing of native human cells. While various genotyping approaches revealed mutational heterogeneity in human tissues and single cells, current methodologies are limited by scale. Here, we introduce a high-throughput, droplet-based mitochondrial single-cell Assay for Transposase Accessible Chromatin with sequencing (mtscATAC-seq) protocol and computational framework that facilitate high-confidence mtDNA mutation calling in thousands of single cells. Further, the concomitant high-quality accessible chromatin readout enables the paired inference of individual cell mtDNA heteroplasmy, clonal lineage, cell state, and accessible chromatin regulatory features. Our multi-omic analyses reveals single-cell variation in heteroplasmy of a pathologic mtDNA variant (m.8344A>G), which we tie to intra-individual chromatin variability and clonal evolution. Further, using somatic mtDNA mutations, we clonally trace thousands of hematopoietic cells in vitro and in patients with chronic lymphocytic leukemia, linking epigenomic variability to subclonal evolution in vivo. ","CD34+ cells were derived from a 47 year old healthy volunteer. After ~3 months, additional peripheral blood mononuclear cells (PBMCs) were obtained. Two replicates of each population were profiled with mtscATAC-seq.",Genome binding/occupancy profiling by high throughput sequencing,NextSeq 550 (Homo sapiens),Lareau C;Ludwig L,Memorial Sloan Kettering,USA,GSM4472965;GSM4472966;GSM4472967;GSM4472968,"Jul 13, 2020","Apr 11, 2020","Jul 13, 2020"
GSE142745,High-throughput single-cell mitochondrial DNA genotyping reveals properties of clonal variation in human contexts,32788668,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,Genome binding/occupancy profiling by high throughput sequencing<br/>Expression profiling by high throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),,Memorial Sloan Kettering,USA,GSM4238426;GSM4238427;GSM4238428;GSM4238429;GSM4238430;GSM4238431;GSM4238432;GSM4238433;GSM4238434;GSM4238435;GSM4238436;GSM4238437;GSM4238438;GSM4238439;GSM4238440;GSM4238441;GSM4238442;GSM4238443;GSM4238444;GSM4238445;GSM4238446;GSM4238447;GSM4238448;GSM4238449;GSM4238450;GSM4238451;GSM4238452;GSM4238453;GSM4238454;GSM4238455;GSM4238456;GSM4238457;GSM4238458;GSM4238459;GSM4238460;GSM4238461;GSM4238462;GSM4238463;GSM4238464;GSM4238465;GSM4238466;GSM4238467;GSM4238468;GSM4238469;GSM4238470;GSM4238471;GSM4238472;GSM4238473;GSM4238474;GSM4238475;GSM4238476;GSM4238477;GSM4238478;GSM4238479;GSM4238480;GSM4238481;GSM4238482;GSM4238483;GSM4238484;GSM4238485;GSM4238486;GSM4238487;GSM4238488;GSM4238489;GSM4238490;GSM4238491;GSM4238492;GSM4238493;GSM4238494;GSM4238495;GSM4238496;GSM4238497;GSM4238498;GSM4238499;GSM4238500;GSM4238501;GSM4238502;GSM4238503;GSM4238504;GSM4238505;GSM4238506;GSM4238507;GSM4238508;GSM4238509;GSM4238510;GSM4238511;GSM4238512;GSM4238513;GSM4238514;GSM4238515;GSM4238516;GSM4238517;GSM4238518;GSM4238519;GSM4238520;GSM4238521;GSM4238522;GSM4238523;GSM4238524;GSM4238525;GSM4238526;GSM4238527;GSM4238528;GSM4238529;GSM4238530;GSM4238531;GSM4238532;GSM4238533;GSM4238534;GSM4238535;GSM4238536;GSM4238537;GSM4238538;GSM4238539;GSM4238540;GSM4238541;GSM4238542;GSM4238543;GSM4238544;GSM4472965;GSM4472966;GSM4472967;GSM4472968;GSM4472969,"Jul 13, 2020","Dec 30, 2019","Dec 01, 2020"
GSE151263,Single Cell RNA Sequencing Identifies an Early Monocyte Gene Signature in Acute Respiratory Distress Syndrome,32554932,"The acute respiratory distress syndrome (ARDS) results from overwhelming pulmonary inflammation. We used single cell RNA sequencing to probe ARDS at a higher resolution for  insights into ARDS pathogenesis. Peripheral blood mononuclear cells of patients with pneumonia and sepsis with early ARDS were compared to that of sepsis patients who did not develop ARDS. Monocyte clusters from ARDS patients revealed multiple distinguishing characteristics in comparison to monocytes from patients without ARDS including down-regulation of SOCS3 expression accompanied by a pro-inflammatory signature with up-regulation of multiple type I IFN-induced genes, especially in CD16+ cells. These data show that monocytes of ARDS patients up-regulate expression of genes not just restricted to those associated with inflammation. Together, our findings identify molecules that are likely involved in ARDS pathogenesis that may inform biomarker and therapeutic development.","7 Frozen PBMC samples, 4 with sepsis only, 3 with sepsis and ARDS",Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),Ray P;Ray A;Chen J;Rosborough BR;Chen W,University of Pittsburgh,USA,GSM4569780;GSM4569781;GSM4569782;GSM4569783;GSM4569784;GSM4569785;GSM4569786,"Jul 10, 2020","May 27, 2020","Jul 10, 2020"
GSE149377,Large-scale production of human iPSC-derived macrophages for drug screening,32645954,"Tissue resident macrophages are key players in inflammatory processes and their activation and functionality is crucial in health and disease. Diseases associated with alterations in homeostasis or dysregulation of the innate immune system are numerous and include allergic reactions, autoimmune diseases as well as cancer. Hence, these cells are of high interest in drug development. Currently, the main sources of macrophages used in drug development are still primary cells isolated from blood or tissue, or immortalized cell lines (e.g. THP-1). Here, we describe an improved method for large-scale production of tissue resident macrophages from induced pluripotent stem cells (iPSC) in unprecedented yields. For this, iPSC-derived macrophages are thoroughly characterized to confirm their cell identity and thus their suitability for screening purposes. We demonstrate that this method to generate macrophages from iPSC overcomes the limitations of using primary cells, i.e. donor variability and limited availability of large cell numbers. Notably, the cells recapitulate key functional characteristics, including cytokine release, phagocytosis and migration. Genetic modifications can be introduced at the macrophage progenitor stage, so this methodology will facilitate the generation of reporters and gain- and loss-of-function mutants in an isogenetic background, essential assets for target validation.","Monocytes from primary cells or macrophage progenitors from iPSCs were differentiated into M0 macrophages (MCSF), M1 macrophages (GMCSF, INFG), and M2 macrophages (MCSF, IL4). iPSC-derived monocytes were also differentiated into microglia cells (CD34, GMCSF). 5 replicates were sequenced for each cell type and 5 additional samples were sequenced for primary and iPSC monocytes in a second run.",Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),Gutbier S;Wanke F;Dahm N;Rümmelin A;Zimmermann S;Christensen K;Köchl F;Rautanen A;Hatje K;Geering B;Zhang JD;Britschgi M;Cowley SA;Patsch C,+41616875180,Switzerland,GSM4498750;GSM4498751;GSM4498752;GSM4498753;GSM4498754;GSM4498755;GSM4498756;GSM4498757;GSM4498758;GSM4498759;GSM4498760;GSM4498761;GSM4498762;GSM4498763;GSM4498764;GSM4498765;GSM4498766;GSM4498767;GSM4498768;GSM4498769;GSM4498770;GSM4498771;GSM4498772;GSM4498773;GSM4498774;GSM4498775;GSM4498776;GSM4498777;GSM4498778;GSM4498779;GSM4498780;GSM4498781;GSM4498782;GSM4498783;GSM4498784;GSM4498785;GSM4498786;GSM4498787;GSM4498788;GSM4498789;GSM4498790;GSM4498791;GSM4498792;GSM4498793;GSM4498794;GSM4498795;GSM4498796;GSM4498797;GSM4498798;GSM4498799,"Jul 07, 2020","Apr 26, 2020","Jul 13, 2020"
