RON,S.ZORB.CAL_H2.PV,S.ZORB.PDI_2102.PV,S.ZORB.PT_2801.PV,S.ZORB.FC_2801.PV,S.ZORB.TE_2103.PV,S.ZORB.TE_2005.PV,S.ZORB.PT_2101.PV,S.ZORB.PDT_2104.PV,S.ZORB.SIS_PDT_2103B.PV,S.ZORB.TC_2101.PV,S.ZORB.TE_2301.PV,S.ZORB.PT_2301.PV,S.ZORB.PC_2105.PV,S.ZORB.PC_5101.PV,S.ZORB.TC_5005.PV,S.ZORB.LC_5001.PV,S.ZORB.LC_5101.PV,S.ZORB.TE_5102.PV,S.ZORB.TE_5202.PV,S.ZORB.FC_5202.PV,S.ZORB.AT_5201.PV,S.ZORB.PT_9301.PV,S.ZORB.FT_9301.PV,S.ZORB.FT_5101.PV,S.ZORB.TE_9001.PV,S.ZORB.PT_9001.PV,S.ZORB.FT_9001.PV,S.ZORB.FT_9403.PV,S.ZORB.PT_9403.PV,S.ZORB.TE_9301.PV,S.ZORB.FT_9201.PV,S.ZORB.FT_9202.PV,S.ZORB.FT_9302.PV,S.ZORB.FT_3301.PV,S.ZORB.FT_9402.PV,S.ZORB.PT_9402.PV,S.ZORB.FT_9401.PV,S.ZORB.PT_9401.PV,S.ZORB.PDC_2502.PV,S.ZORB.FC_2501.PV
88.59,0.2363,20.6188,2.5603,750.0012,424.2188,421.5338,2.4585,61.954,981.7009,245.0753,301.2995,2.47,5.7743,0.65,128.8751,49.9624,613.8687,32.9882,35.3541,144.5144,2.6339,0.8829,500.903,930.3937,31.3466,0.3996,470.8157,613.8687,0.9932,216.0232,440.1906,438.9191,2033.5802,410.9137,571.0585,0.6043,111.1119,0.5109,27.7147,47.4232
89.06,0.2487,20.8767,2.5193,750.886,423.1545,420.5473,2.4186,61.5431,988.4822,244.6313,298.8284,2.4304,5.7789,0.65,124.66,50.0632,614.6673,31.1928,34.7236,139.3879,2.5322,0.8335,228.2603,1146.5826,28.235,0.4011,458.388,614.6673,0.9936,209.439,440.1148,438.9243,1926.9875,373.0534,554.0247,0.6201,114.382,0.5237,27.3013,47.479
89.06,0.2569,20.2255,2.5194,750.6865,425.2863,423.3895,2.4168,62.2762,993.0031,244.8963,299.556,2.4281,5.789,0.65,124.489,50.0237,612.9321,31.9768,34.8126,136.6319,2.7273,0.9022,164.7776,1205.2264,29.7016,0.3983,458.1789,612.9321,0.9933,205.0077,441.9867,440.9083,2109.75,337.5994,457.0306,0.6088,115.3077,0.5125,28.3072,47.5495
88.26,0.2537,20.7476,2.5253,735.709,425.0277,421.9101,2.4237,63.0652,997.524,244.1577,302.7912,2.4343,5.798,0.6497,124.6622,49.4635,607.5072,31.8556,33.3895,138.2684,1.423,0.8726,220,1176.8686,29.4324,0.3981,455.6844,607.5072,0.994,205.7663,439.6816,438.7426,2606.8405,385.1129,429.8682,0.6185,111.5297,0.5244,3.1175,48.4312
88.96,0.271,20.2002,2.521,750.6965,423.8442,422.3579,2.4185,62.8446,1004.3053,244.9408,317.0788,2.4293,5.7902,0.6499,123.9705,50.0002,671.0154,30.5669,31.7695,135.8596,8.6744,0.8815,881.7159,1098.543,28.2361,0.3775,459.4801,671.0154,0.9915,201.4332,449.5255,448.2113,1911.9625,568.1244,821.9367,0.6202,112.1691,0.5251,34.092,43.7519
88.46,0.2738,19.8493,2.5327,750.8735,423.082,421.2555,2.4351,57.7655,1008.8261,245.048,313.833,2.4457,5.7917,0.65,123.5121,49.9409,609.6281,29.931,31.5472,135.248,3.9783,0.7887,409.484,1094.6235,27.9624,0.4037,451.8942,609.6281,0.9866,214.1246,439.3198,438.0962,1997.2893,365.7342,528.8692,0.6194,109.5079,0.5155,25.3157,48.3206
88.16,0.2626,20.4855,2.5461,748.8078,424.0628,422.4517,2.448,58.4632,1013.347,244.9385,319.0961,2.459,5.7962,0.65,124.6763,50.2165,595.7209,33.0153,34.3541,138.1116,4.076,0.7098,645.0982,1288.4639,31.5304,0.3978,482.6692,595.7209,0.9937,216.9409,433.0368,431.9148,1893.2519,341.2681,510.3187,0.6065,108.3337,0.494,26.5546,48.1005
88.26,0.2706,19.7211,2.5409,750.751,421.7936,419.3515,2.4419,58.9851,1020.1283,245.0329,314.2122,2.4526,5.7935,0.65,123.5749,50.074,586.3922,33.2763,34.2433,136.2263,2.2694,0.7491,641.4571,1237.5444,32.283,0.38,441.3636,586.3922,0.994,214.0107,444.8358,443.5564,2214.6555,369.8685,509.4715,0.5991,112.4226,0.4784,27.3225,47.8662
87.96,0.253,21.1427,2.548,749.8353,426.106,423.9649,2.4487,59.8273,1024.6492,244.7805,315.7791,2.4599,5.7934,0.65,123.2855,50.0705,586.1912,33.3257,34.6807,140.7071,1.8592,0.7715,1195.8914,1323.0777,31.2965,0.411,503.4417,586.1912,0.994,207.8187,444.3547,443.1839,2223.4537,406.8861,562.4731,0.6232,109.0186,0.5281,26.9894,47.9466
88.96,0.2627,20.5664,2.5446,748.5594,426.1917,424.4685,2.4452,59.6435,1029.1701,244.9509,323.2126,2.4559,5.7934,0.65,124.2821,49.9414,573.5191,33.7365,34.3397,136.6289,2.7712,0.8128,994.6683,1252.8626,31.617,0.4692,471.296,573.5191,0.9938,200.6178,442.4249,440.7192,2188.8857,350.2434,500.6422,0.5891,101.7818,0.4695,23.1302,49.371
88.36,0.2813,20.0087,2.5433,752.5272,425.491,423.213,2.444,60.1963,1035.9514,245.5817,318.5489,2.4541,5.7938,0.65,122.6642,49.9243,571.6416,31.9224,32.8856,134.0729,1.0997,0.8309,1016.843,1136.3424,29.6282,0.4022,425.7425,571.6416,0.9942,205.2531,443.0222,441.2211,2477.6101,380.0805,470.6356,0.608,104.9344,0.5022,25.7679,49.0448
88.66,0.2548,22.3202,2.5646,753.9803,423.4908,421.0069,2.4632,60.0547,1040.4722,244.9467,319.7922,2.4745,5.7954,0.65,124.0787,49.9976,572.3872,33.1655,34.7378,143.3213,2.2662,0.7985,1005.004,1354.5466,31.7194,0.4439,484.9214,572.3872,0.9945,216.474,436.4444,434.8365,2403.9199,339.1554,449.776,0.6143,107.1365,0.5039,25.4094,49.2963
88.46,0.2526,22.2592,2.5654,749.0859,424.012,421.1865,2.4637,60.6579,1044.9931,244.9921,320.3531,2.475,5.7961,0.65,123.8145,50.0371,572.474,33.1811,34.4515,143.1251,1.6552,0.8438,833.4187,1376.6046,30.605,0.3855,484.9979,572.474,0.9934,185.2328,452.1055,450.3569,2420.2739,379.3902,456.1772,0.6392,108.6968,0.527,28.5016,48.8238
88.09,0.2543,21.0385,2.5576,748.5597,423.8443,421.7846,2.4551,60.7839,1051.7744,244.8598,323.4006,2.4652,5.7976,0.65,128.0239,50.0733,600.2061,34.381,35.0647,143.1411,2.0677,0.8454,1281.5176,1086.4108,34.3695,0.4564,453.0307,600.2061,0.9935,200.2034,499.0368,497.0566,2414.7964,381.6779,487.8467,0.6376,107.3698,0.5279,28.0546,49.088
88.69,0.2523,21.2279,2.5612,750.6276,421.662,419.4127,2.4578,62.1787,1056.2953,244.7048,316.0126,2.4685,5.798,0.65,128.5258,50.0048,573.6567,35.3962,34.8561,144.819,3.3197,0.8022,1383.3119,1063.2395,32.24,0.3875,464.0962,573.6567,0.9935,197.4882,428.9513,427.2729,2390.1475,341.2765,446.0471,0.651,107.618,0.5413,27.4775,48.8414
88.8,0.2478,21.9705,2.5738,750.3179,422.0828,419.6838,2.4706,61.5334,1060.8162,244.8869,329.7095,2.4816,5.7985,0.65,128.8328,50.0457,569.1496,38.4395,37.5174,147.9354,3.7428,0.8809,1433.2716,1252.3841,36.7086,0.3792,479.7449,569.1496,0.9943,188.4133,425.9431,424.8009,2498.6644,370.1394,462.576,0.6561,122.4412,0.5156,31.9623,48.6745
88.72,0.2629,21.0072,2.5794,799.3559,424.2708,421.5462,2.4762,61.9237,1067.5975,245.5072,320.5173,2.4873,5.8005,0.65,127.8706,49.9022,571.5799,36.2693,35.2188,144.1082,1.2568,0.8479,148.2112,1158.7205,34.945,0.3962,436.8505,571.5799,0.9941,183.958,401.571,400.6934,2553.7128,359.7222,445.8334,0.641,125.5666,0.5357,27.168,49.3647
88.45,0.2505,23.4403,2.6078,799.6287,421.8233,418.9238,2.5054,61.3119,1072.1184,245.0471,321.39,2.5172,5.7828,0.65,128.1648,50.0265,572.8636,35.0502,36.7086,152.1382,1.8492,0.8479,370.2631,991.3971,34.5774,0.381,485.7127,572.8636,0.9937,193.5172,422.1875,420.8279,2653.4998,329.3523,446.3533,0.642,125.2669,0.538,26.1656,49.2996
88.12,0.2515,23.0067,2.6054,799.8897,420.6255,417.5614,2.5057,58.9607,1076.6392,245.1936,326.9142,2.517,5.7641,0.65,128.721,49.9951,572.026,35.8564,36.7749,151.9343,2.1511,0.8445,417.1967,1088.9078,35.0885,0.3821,475.5993,572.026,0.9935,190.1694,442.3336,441.1216,2467.2016,362.8049,500.945,0.6524,122.7474,0.5402,27.3355,49.4688
88.75,0.2478,22.0093,2.581,800.0309,420.7247,418.85,2.48,60.1222,1083.4205,245.0793,320.4238,2.4914,5.7702,0.65,129.9375,49.9804,571.5191,36.4503,35.8309,145.9555,3.2769,0.8462,871.8796,1268.6552,35.0731,0.3824,488.6091,571.5191,0.9932,187.2423,448.3318,445.4425,2527.6372,250.4941,374.4526,0.6608,126.1803,0.5408,37.4154,49.2326
88.76,0.2771,21.2241,2.5643,800.8243,422.9739,421.2686,2.4633,59.3282,1087.9414,244.2783,329.2574,2.4735,5.771,0.65,126.7897,50.3415,574.7203,34.5299,34.6676,130.5796,2.2944,0.8437,865.7966,1088.4076,32.5169,0.3614,420.2982,574.7203,0.9945,191.936,431.6658,429.6889,2666.0408,343.0715,356.3761,0.6169,122.8533,0.5188,28.5351,48.7819
88.46,0.2313,22.6888,2.5714,799.2937,418.5564,417.1298,2.4703,60.0581,1092.4623,245.0598,329.9166,2.4805,5.7762,0.6499,126.985,49.9866,597.1794,35.3924,35.7157,141.1342,3.4849,0.8495,125.7784,1206.086,34.3895,0.3812,494.3736,597.1794,0.9937,201.9082,426.1968,425.2067,2576.8665,325.3736,381.0459,0.6576,121.7993,0.5397,36.0157,49.0399
88.36,0.2637,27.1693,2.5691,819.8482,421.8871,421.4872,2.4683,58.1812,1099.2436,244.5356,313.3826,2.4785,5.7979,0.6497,127.1347,50.9802,597.5274,36.1774,37.1122,134.8675,3.7238,0.8477,164.5034,1241.048,36.0561,0.3766,483.5301,597.5274,0.9982,201.108,433.5581,433.2102,1495.2733,292.2273,377.0129,0.6386,113.2712,0.5317,44.9744,48.1403
87.88,0.2685,25.6888,2.549,837.8654,421.6982,421.3417,2.4477,58.9421,1103.7645,244.3287,316.9044,2.4582,5.7997,0.6498,126.8805,50.8712,594.5094,35.8923,36.9581,135.61,3.4634,0.845,465.2936,1212.7215,35.9248,0.3793,485.0343,594.5094,0.9974,201.2672,445.7645,445.0926,1633.7006,285.0316,366.098,0.6399,112.8853,0.5314,44.6373,46.4208
88.18,0.273399128,24.208241,2.528870425,855.8825225,421.509325,421.196235,2.427093425,59.70301125,1108.285375,244.1217475,320.4261775,2.437808125,5.801465575,0.64981915,126.6263625,50.7622595,591.4914875,35.60719825,36.8039665,136.3525075,3.203015175,0.842392728,766.083805,1184.39505,35.793521,0.381943905,486.5383825,591.4914875,0.996627773,201.4263225,457.9709125,456.9749425,1772.128025,277.835875,355.1831025,0.641156123,112.4993275,0.531010495,44.300125,44.7012055
88,0.2807,21.9875,2.4987,882.9082,421.226,420.978,2.3962,60.8444,1115.0667,243.8114,325.7089,2.4073,5.8041,0.6499,126.2451,50.5988,586.9646,35.1796,36.5728,137.4663,2.8124,0.8384,1217.2691,1141.9055,35.5966,0.3859,488.7946,586.9646,0.9955,201.665,476.2805,474.7985,1979.7691,267.0423,338.8108,0.6431,111.9204,0.5305,43.7944,42.1219
88.22,0.2856,20.507,2.4786,900.9254,421.0371,420.8326,2.3755,61.6053,1119.5875,243.6044,329.2306,2.3869,5.8059,0.6499,125.991,50.4899,583.9466,34.8945,36.4187,138.2088,2.552,0.8358,1518.0594,1113.579,35.4653,0.3886,490.2988,583.9466,0.9947,201.8242,488.4869,486.6809,2118.1965,259.8466,327.8959,0.6443,111.5345,0.5301,43.4572,40.4023
87.52,0.2904,19.0264,2.4585,918.9426,420.8482,420.6871,2.3549,62.3662,1124.1084,243.3975,332.7524,2.3666,5.8077,0.65,125.7369,50.3809,580.9287,34.6094,36.2645,138.9513,2.2917,0.8332,1818.8496,1085.2525,35.334,0.3912,491.8029,580.9287,0.9939,201.9833,500.6934,498.5632,2256.6238,252.6509,316.9811,0.6456,111.1485,0.5298,43.1201,38.6827
87.72,0.2685,21.2238,2.4669,899.8101,424.1266,423.5941,2.3659,60.6347,1130.8897,245.1485,333.0564,2.3756,5.7652,0.65,126.7977,49.9181,584.8015,34.2449,35.9776,137.9042,1.3116,0.8013,2055.0801,1145.4164,34.5564,0.3841,495.1278,584.8015,0.9938,201.137,499.0041,496.1712,2525.3316,315.2001,392.0457,0.6488,112.0664,0.5493,32.5112,40.7601
87.85,0.2717,21.2226,2.4681,900.6054,422.5994,421.5952,2.3668,60.9454,1135.4106,244.9891,328.2349,2.3764,5.7644,0.65,124.7127,50.003,583.8665,33.0028,37.1295,138.9961,2.5255,0.7191,1793.901,873.9455,33.7545,0.3832,459.0926,583.8665,0.9936,199.5393,499.8054,497.0226,2402.0546,249.3057,367.6464,0.6448,111.7491,0.5367,27.5859,41.2696
87.85,0.2814,19.7316,2.4704,897.1908,426.0738,424.8974,2.367,62.2506,1139.9315,244.8692,327.9834,2.3774,5.7733,0.65,126.5135,49.9478,583.8401,33.9788,36.8861,139.1243,0.8902,0.8833,2000.3824,1042.2449,33.9497,0.3908,473.1311,583.8401,0.994,206.2162,498.0072,495.3114,2462.0747,314.1046,390.707,0.6682,113.8254,0.5642,30.6549,41.2485
87.95,0.2875,18.1677,2.4713,899.3186,418.1266,416.4839,2.3642,65.3998,1146.7128,245.5953,314.3458,2.3745,5.7878,0.65,115.4689,50.0698,602.567,31.1549,34.6828,138.9807,1.6851,0.5209,1475.0449,752.8479,31.205,0.4171,426.9659,602.567,0.9938,195.2797,493.3526,490.6176,1898.4533,311.3488,355.8688,0.6759,112.8915,0.5475,33.7345,43.3141
88.62,0.2462,26.4404,2.5881,901.627,418.3248,417.1784,2.4852,63.2635,1151.2337,244.8823,320.9596,2.4974,5.7817,0.65,131.1079,50.0042,613.6365,32.7905,35.9512,147.5065,7.9809,0.8099,1251.9203,1040.243,31.2233,0.3806,480.2716,613.6365,0.9935,197.2571,492.9793,490.4163,2554.6468,305.9546,379.812,0.6384,103.9823,0.5168,35.6314,49.8545
88.85,0.2573,25.4326,2.5673,901.0596,421.1502,419.4346,2.4623,64.4824,1155.7545,244.9303,335.0514,2.4728,5.7908,0.65,130.3641,50.076,621.5339,32.9627,34.9799,146.3495,3.5719,0.9272,1704.8261,1122.6367,31.1038,0.3848,457.3104,621.5339,0.9932,201.6917,492.9156,490.637,2376.974,348.7032,371.7563,0.6665,113.3218,0.5366,32.8499,50.1691
88.75,0.2591,23.5453,2.5416,899.3651,424.8135,423.1848,2.4346,66.3872,1162.5359,245.0394,334.4377,2.447,5.7985,0.65,129.5766,49.8776,619.953,32.0739,34.943,148.034,2.4949,0.7493,1534.1663,1067.3902,31.1909,0.4017,466.5051,619.953,0.9922,194.8731,493.0952,490.4993,2328.2468,446.3409,423.3103,0.6672,116.1214,0.5375,31.9249,50.2653
88.72,0.254,21.3685,2.5297,899.8109,420.2472,419.6559,2.4301,60.0188,1167.0567,245.0836,324.727,2.4424,5.7792,0.65,130.5143,49.9716,658.1353,32.3249,34.985,144.4996,9.1443,0.8003,1652.4294,1079.341,31.137,0.4579,490.4873,658.1353,0.9927,195.979,492.4424,489.7778,2229.4284,436.2179,444.2307,0.6591,113.4555,0.5427,29.8609,51.2593
88.62,0.2498,19.6065,2.5133,899.0658,422.6697,422.0551,2.4134,59.8316,1171.5776,244.8575,335.6689,2.4238,5.7945,0.65,127.8344,49.9405,621.0236,31.3459,34.4211,142.86,6.4721,0.7363,1298.4866,1001.7713,30.5008,0.412,481.5033,621.0236,0.993,196.522,489.4525,486.8646,2311.2848,431.1029,446.2036,0.6475,112.8463,0.5286,32.1851,49.898
88.7,0.2551,18.3844,2.5089,901.01,425.3312,424.1622,2.4067,62.391,1178.3589,167.0459,320.1504,2.4184,5.3016,0.65,131.8699,49.701,619.5468,31.0261,32.7854,137.4772,6.2452,0.6873,1527.9504,1204.338,29.5516,0.5063,477.114,619.5468,0.9908,195.8368,491.6979,488.7944,2229.9051,257.3488,399.204,0.6482,118.064,0.531,31.2234,50.1098
88.65,0.2517,18.9028,2.513,898.5482,417.3871,415.3023,2.411,63.1815,1182.8798,245.0258,319.7667,2.4227,5.7599,0.65,129.1629,49.9949,620.8974,29.5662,33.2511,146.2477,3.5426,0.809,1748.0295,846.3991,28.6109,0.3799,422.3809,620.8974,0.9927,203.6302,494.4714,491.9562,2410.9164,406.202,497.7396,0.6534,115.753,0.5266,29.9337,50.3948
89.05,0.2584,18.0527,2.5144,898.6024,422.2712,420.2958,2.4104,65.4176,1187.4007,244.9246,314.0757,2.422,5.7927,0.65,128.7041,49.8729,646.7659,30.6559,32.8793,143.3393,3.2515,0.8852,1882.5455,1066.5761,28.335,0.386,444.8769,646.7659,0.9923,202.5044,494.488,492.3421,2601.1833,458.4487,551.8299,0.6472,117.8872,0.51,28.9595,51.5688
88.65,0.2508,19.6316,2.4875,899.1863,422.7663,421.3904,2.3845,64.2559,1194.182,244.8284,318.6989,2.3962,5.7913,0.65,128.7806,49.9148,589.0213,31.5182,35.8731,148.2764,5.0537,0.8026,1397.7686,997.4728,31.4617,0.3848,463.3122,589.0213,0.9936,198.9887,484.6999,482.3954,2311.7029,445.8412,529.0642,0.6557,113.23,0.5286,31.2047,49.8389
89.15,0.2651,17.8137,2.4741,900.6434,424.3632,422.1609,2.368,66.1584,1198.7029,244.9628,303.7539,2.38,5.7983,0.65,127.9265,49.9997,636.1128,29.6606,32.4816,139.3203,2.6783,0.8259,1541.9481,910.0597,27.4812,0.3833,408.4335,636.1128,0.992,198.2882,494.3931,491.877,2378.8773,473.9992,506.4978,0.6409,111.0105,0.5019,36.4064,51.4285
88.65,0.2492,19.4733,2.4807,900.4607,421.6756,419.7813,2.3756,66.0657,1200.53,244.8998,318.0068,2.3874,5.7997,0.65,130.8727,50.0267,633.151,34.7463,37.8052,146.5551,5.6239,0.8716,1501.9848,1211.6683,34.2349,0.4053,451.9139,633.151,0.9936,203.5023,490.4722,487.8432,2465.2735,493.6538,529.2224,0.612,107.859,0.4903,34.8852,51.2731
88.95,0.2635,17.7337,2.5039,900.3113,428.2462,425.6645,2.397,67.8045,1203.2237,244.9247,309.337,2.4089,5.7744,0.6501,130.018,49.9724,570.2141,31.6114,34.7602,138.9297,1.804,0.88,1257.0743,1054.0416,29.0985,0.4002,404.8837,570.2141,0.9934,201.699,490.798,488.1675,2422.3795,516.988,551.983,0.6483,111.2983,0.4971,30.9659,51.227
89.52,0.257,17.7977,2.4888,900.7629,422.1966,421.7367,2.3893,60.3908,1210.005,244.8595,292.7036,2.3996,5.7826,0.65,128.9448,49.9936,594.0889,31.1035,34.6008,140.0527,17.5343,0.8706,904.8354,1042.0356,29.7483,0.3801,458.8885,594.0889,0.9938,201.7784,492.5378,489.7434,2475.3105,481.2044,587.6986,0.6282,107.4305,0.5013,28.7148,50.9048
89.75,0.2751,17.8254,2.4869,849.6673,420.9613,420.5883,2.3903,57.8165,1214.5259,245.0359,312.2647,2.4006,5.7927,0.65,129.3517,50.0146,691.6503,33.5202,36.5489,140.1277,13.0246,0.8573,1726.4883,1028.3551,33.1894,0.3839,439.0885,691.6503,0.9921,200.8388,489.3445,486.6898,2313.8987,419.4499,599.2543,0.637,107.0476,0.5184,28.5286,50.2129
89.05,0.2555,19.5155,2.4877,848.474,424.8179,423.7949,2.3903,58.1942,1219.0468,245.0162,325.1974,2.4011,5.7619,0.65,128.4831,50.3609,694.586,31.2891,34.6687,144.3374,3.8793,0.8125,1434.3872,1163.3803,29.8272,0.3719,470.2714,694.586,0.9918,199.1673,491.4415,488.9636,2304.1801,489.9553,604.6069,0.6305,108.3135,0.5103,29.3554,50.5288
88.75,0.2556,18.0666,2.4683,847.2446,425.1183,423.8939,2.3691,59.4182,1225.8281,244.8473,327.0505,2.3798,5.7666,0.65,129.5791,50.0265,693.7405,30.9122,35.204,140.1337,3.0083,0.8431,1412.8163,1038.7181,28.365,0.3918,420.9703,693.7405,0.9919,191.607,488.7416,486.5022,2405.0466,475.5188,671.1364,0.6172,108.4935,0.4978,28.6064,50.5521
88.32,0.2502,17.8837,2.4678,848.2653,424.8917,424.2643,2.3685,60.0796,1230.349,244.7955,301.7639,2.3795,5.7911,0.65,130.1993,49.9581,778.4512,32.4879,36.3119,140.2577,4.3069,0.8205,1302.3342,954.586,27.5536,0.4022,446.7534,778.4512,0.9903,190.1152,491.4512,488.448,2232.5735,245.9138,647.7768,0.6404,108.9301,0.5168,26.6544,49.5875
88.82,0.272,17.0765,2.4359,849.832,425.5147,424.5384,2.3358,60.1722,1234.8699,245.3125,318.6459,2.3458,5.7971,0.65,128.1089,49.977,764.6734,32.4875,37.55,136.0351,4.0861,0.9133,415.7673,891.7164,30.2507,0.4454,404.2522,764.6734,0.9905,198.9911,484.2369,481.6772,2504.4163,482.3809,682.4197,0.6322,106.4584,0.512,37.4853,48.0973
88.56,0.2651,17.3132,2.418,848.861,422.9431,422.3629,2.3167,61.763,1241.6512,244.8085,292.0971,2.3276,5.7989,0.6499,127.0178,50.0878,699.6005,30.6474,36.0742,130.7088,7.5696,0.8214,1021.2936,1057.3505,26.5908,0.3747,451.9266,699.6005,0.9922,190.4401,483.6569,481.2357,2392.1695,417.9895,751.2558,0.6331,109.1143,0.5125,37.375,50.6922
88.95,0.2563,16.7413,2.4166,852.9868,424.6403,423.8847,2.316,60.622,1246.172,245.2541,307.4053,2.3263,5.7815,0.65,129.0925,49.9468,644.6241,31.2778,37.1622,138.8549,4.4345,0.8788,1786.6483,974.6411,28.5767,0.3827,435.9765,644.6241,0.9929,203.9238,484.2037,482.1148,2507.772,429.1473,584.1952,0.6469,108.2906,0.5162,32.1012,50.1809
89.05,0.2619,17.1835,2.4171,850.3009,424.9686,424.5222,2.3159,61.7014,1250.6929,245.3339,296.4918,2.3274,5.7941,0.65,127.3596,50.0279,610.8467,30.4525,35.7129,139.2394,7.1061,0.8589,1457.0575,988.5574,27.2669,0.3888,453.6202,610.8467,0.9929,201.075,482.2665,479.8838,2261.9578,387.9818,555.3538,0.6535,111.1345,0.5165,44.4755,53.5156
88.75,0.263,16.7614,2.4209,819.6213,423.5462,423.386,2.3255,57.5187,1257.4742,244.7848,320.2296,2.335,5.7947,0.65,127.0196,49.928,706.5124,31.5417,35.5787,138.4455,11.1292,0.8442,1864.2366,1048.426,25.7965,0.3807,461.1813,706.5124,0.9913,200.9223,483.0559,480.7987,2324.88,587.7396,672.6386,0.6285,111.5584,0.4933,28.3613,49.6169
89.25,0.2487,19.0079,2.3871,818.3993,424.5984,424.3055,2.2923,53.6365,1261.9951,244.8431,330.4641,2.3018,5.7588,0.65,129.2028,49.9041,624.351,32.6109,37.3234,143.8014,4.0498,0.8951,1899.6234,1099.7557,29.934,0.3954,471.9121,624.351,0.993,194.0546,485.1245,482.8222,2399.6895,438.998,574.223,0.6298,107.9651,0.5181,25.9752,49.9481
88.35,0.2494,18.9115,2.3916,819.8974,421.3188,420.4703,2.295,55.6417,1266.516,244.886,312.9836,2.305,5.7924,0.65,130.5139,49.9835,628.5386,31.4883,36.3106,142.4379,4.6909,0.9162,1500.5484,1077.8376,28.2396,0.3766,455.0887,628.5386,0.9926,191.5285,470.8757,468.5035,2384.5292,324.9442,568.9637,0.6273,104.1468,0.4906,35.2663,50.5053
88.65,0.2438,18.8048,2.3955,821.452,422.0757,421.1466,2.2974,56.5392,1273.2973,245.0594,319.1282,2.3065,5.8003,0.65,129.3057,49.9665,627.2083,32.5611,36.1603,141.9307,3.0683,0.9248,1675.0763,1022.0208,28.3392,0.3729,448.2393,627.2083,0.9925,191.4631,473.1245,471.0185,2489.4727,464.9508,645.8346,0.6141,107.158,0.4923,27.3346,50.3443
88.45,0.242,19.1451,2.3923,820.1231,424.546,423.9564,2.2989,52.8375,1277.8182,245.0054,320.2842,2.3081,5.7997,0.65,129.5446,50.0824,633.4297,30.8819,36.3353,142.339,4.4681,0.8665,967.1107,973.1842,26.4857,0.3718,466.4194,633.4297,0.993,192.5376,475.1215,472.7421,2392.5206,431.2277,640.9039,0.6314,107.5775,0.5093,38.4247,50.4593
88.65,0.2353,18.8502,2.3932,819.7125,426.0594,425.2887,2.2991,53.1303,1282.339,245.0607,335.5996,2.3086,5.7841,0.65,129.9605,50.1809,628.8213,31.2563,36.606,142.8291,2.1272,0.9248,1950.6592,986.6628,28.3053,0.3728,454.9109,628.8213,0.992,195.2774,476.7334,474.6003,2541.2377,416.0621,552.2943,0.6116,108.4294,0.4961,21.9728,50.8722
88.25,0.2366,18.3129,2.3961,819.3417,419.3349,418.2489,2.3013,53.836,1289.1203,244.9604,310.1545,2.3109,5.7909,0.65,128.653,50.2477,634.0425,30.2561,35.2501,142.5676,2.9209,0.9035,1929.7942,965.2044,25.8212,0.3748,446.3536,634.0425,0.9922,188.8722,479.0158,477.028,2551.3018,347.4006,551.4481,0.622,111.6472,0.5049,39.2165,52.2138
88.05,0.2382,18.1696,2.3925,819.7087,424.5672,423.9327,2.2993,52.7178,1293.6412,244.9864,335.4473,2.3092,5.7974,0.6501,129.1579,50.0091,598.0178,30.5459,34.3319,141.9406,1.5607,0.9025,1963.3085,958.868,24.3453,0.3708,448.1725,598.0178,0.9926,191.6699,478.7664,476.5705,2794.1411,575.8198,767.8918,0.6113,105.0399,0.4926,36.3544,51.6066
87.95,0.2399,18.3565,2.3932,820.9129,425.063,424.2763,2.2988,54.4262,1298.1621,244.9377,317.073,2.3083,5.7746,0.65,128.7024,49.9771,568.551,30.2672,34.7351,142.8473,2.0376,0.9269,1974.6469,1061.9769,25.8801,0.3966,461.2122,568.551,0.9932,188.9405,481.1293,478.8821,2646.1265,371.7617,574.5974,0.6245,111.86,0.5052,41.739,51.3358
88.05,0.2375,18.4772,2.3987,818.2461,425.3908,424.5636,2.3017,54.7647,1304.9434,245.0256,331.6534,2.3112,5.7801,0.65,129.1903,50.1044,626.531,30.8613,36.0372,142.3038,0.8033,0.8743,1788.4991,1022.3685,27.2252,0.3949,437.1084,626.531,0.9929,196.5197,480.9849,478.7039,2588.9566,484.8507,561.2813,0.6076,104.5726,0.4891,36.882,51.4166
88.12,0.2352,18.6265,2.3948,820.8876,426.0573,425.1336,2.2966,55.9483,1309.4643,244.8181,332.0604,2.306,5.7933,0.65,128.461,50.0375,629.3234,29.8136,35.1545,142.6247,0.774,0.8915,1977.3156,994.5657,26.4029,0.386,434.9923,629.3234,0.9928,197.1456,480.8298,478.8155,2555.5613,533.8925,717.7269,0.5872,110.4369,0.4912,37.3565,51.1371
88.65,0.2389,18.4261,2.3968,821.7189,425.1603,425.0464,2.297,57.7918,1313.9852,244.915,322.6515,2.3062,5.7994,0.65,130.4445,50.1486,625.8769,32.8271,37.7955,143.3767,4.012,0.904,1626.1851,994.5172,30.2585,0.4692,462.3683,625.8769,0.9924,190.0976,477.0438,474.7748,2730.237,363.8545,606.0038,0.597,101.2483,0.4896,37.8041,50.9959
